uniqueIdeaIndex,idea
m2m54b58b6fdo-HMNH-442-2,"A water toy with magnetic levitation technology, allowing kids to glide across water and land I call it the Hydro Hover"
m2m54b58b6fdo-HMNH-442-3,Sea skimmer I call it an amphibious pedal-powered boat that converts into a scooter for land play.Its very durable and lightweight
m2m5gfv66hx1f-HMRH-444-1,"Imagine a Rubix cube but for little mathematicians. Instead of matching the colors on each side, you move the tiles to match the numbers to add up to 100. Only 3 numbers on each side will match up to a hundred and if you make a mistake, just like with the Rubix cube it messes with the other sides."
m2m5gfv66hx1f-HMRH-444-2,"Imagine a math robot who only moves when you answer the computation problems correctly. It has several types of computation problems to choose from, addition, subtraction, algorithms, etc. Fun for all ages, but especially fun for those STEM minded kids who love robotics!"
m2m5gfv66hx1f-HMRH-444-3,Japanese sushi night! Teach little ones there numbers by creating a fun magnetic game board in the shape of a bento box covered in sushi pieces that all represent numbers from 0-10. Each game board piece is a different number in the shape of a piece of sushi. The game board comes with chopsticks for picking up the sushi number pieces and moving them to their correct spot on the bento box game board.
m2m5gra0fqq9b-AINL-445-1,TurbiWave cruiser is used as dual function toy where it is a speed boat and a racing car combined together.
m2m5gra0fqq9b-AINL-445-2,HydroDrift Explorer is a designed with adventure in mind which is fun to explore it is a robust toy that navigates through water
m2m5gra0fqq9b-AINL-445-3,SeaSpeed Transformer is a convertible playset which is used to transform into a slick sports car to a dynamic boat
m2m5k5ncupoxd-AINH-446-1,"The AquaRover, an amphibious vehicle designed for land and water. It floats effortlessly with wheels that double as paddles when it enters water. It is operated by remote control allowing users to guide it over land and water."
m2m5k5ncupoxd-AINH-446-2,"The HydroGlider Disc is a flying disc with an integrated water jet propulsion system that help it fly farther than a regular flying disc. The jet system is rechargeable and requires users to fill a reservoir with water. The disc also floats and is waterproof so can be used in the pool. Finally, it has LED lights built in to enable play at night!"
m2m5k5ncupoxd-AINH-446-3,"The SpringWave Boat Shoes are lightweight footwear that have a retractable fin system making them able to transform into mini-buoyant platforms. These shoes allow wearers to walk on small, calm, bodies of water like swimming pools or small lakes. When they exit the water they transform back into running shoes allow kids to play across land and water."
m2m5ltv7adsfy-AIRL-447-1,"Interactive Dashboard Game Center- Educational dashboards with learning quests on screens, engaging kinds with puzzles and world exploration during drives."
m2m5ltv7adsfy-AIRL-447-2,Car-integrated Augmented Reality Adventures- develop Ar glasses or tablets project educational stories connecting real-world scenes and fictional narratives together at a time.
m2m5ltv7adsfy-AIRL-447-3,"Backseat studio for digital creators: The idea of Backseat setups enabling kids to animate, draw, and code, fostering creativity during car journeys."
m2m5ly1smh57y-AIRH-448-1,"A Number Paddle Bike: A Bike that allows children riding to be able to learn number counting. The number also determines the speed at which the Bike will go. The higher the numbers, the higher the speed."
m2m5ly1smh57y-AIRH-448-2,A Count Bounce Ball: A ball that would only bounce or roll when a child reads letters of the Alphabet or count numbers. The Ball is voice activated and only moves on alphabet reading or number counting.
m2m5ly1smh57y-AIRH-448-3,A Smart Skates: A skating board that fuses mobility with computation. It allows the Skates to be equipped with sensors that also connects to an app. The App introduces children to basic coding concepts and also lets them have fun.
m2m5o7axo0x65-HMNH-450-1,"the floating dog bath toy: a dog that is made from a mixture of lightweight materials including plastic and rubber, underneath of the dog is a little piece that needs twisting - after a few times it will speed off running around the bath water, all of its legs moving in sync like it would in real life, while remaining on top of the water. when the twisting piece has stopped, the dog will stop."
m2m5o7axo0x65-HMNH-450-2,"captain hooks unsinkable ship: a ship made of plastic and lightweight wood materials, that has cannons on where water will spurt out when activated by pressing a small button on the side of the ship. when the canon is launched, the water will come out in a large spurt, while also making the boat shake and move back and forth by the vibrations. but captain hooks ship is unsinkable."
m2m5o7axo0x65-HMNH-450-3,"the fidget floater: your typical plastic fidget spinner in the shape of a ducks head, but not just one head, but three. the centre of the fidget is pressed (rather than spun) and all the ducks heads spin around and the toy itself moves in large circular motions for 30 seconds. when it stops, the fidget will remain floating and will be stationary until the centre is pressed again."
m2m5ogme5x757-HMRH-452-1,A children sized toy car/scooter with an eight ball in it that can answer any simple mathematical questions as well.
m2m5ogme5x757-HMRH-452-2,An android robot doll that can move on tires and has a AI assistant to compute data given by the child.
m2m5ogme5x757-HMRH-452-3,A frisbee/boomerang that can move as a drone with AI assistant you can communicate with that has a tracker or smart device on the child to track and report vitals.
m2m5r0ph3lbut-AINL-453-1,Aqua cruise adventure boat for children aged 3 to 6. It features vibrant colours and switches from boat to car with functional wheels and a hidden propeller to be used when the wheels are retracted.
m2m5r0ph3lbut-AINL-453-2,"Galactic voyager amphibious explorer is futuristic for children aged 7 to 10. It combines space exploration with earthbound versatility. In car mode, its retractable landing ear doubles as high tech tires and transforming into boat mode, it features a water cannon."
m2m5r0ph3lbut-AINL-453-3,"The EcoWave Hybrid Cruiser is a sustainable car-boat. Eco friendly, crafted from biodegradable and plant based plastics, it is brightly coloured. Using friction,in car form it promotes battery waste awareness and uses a hand crank to power boat mode. A fun but educational booklet accompanies the toy to encourage environmental stewardship."
m2m5rgdwo6vaw-AIRL-455-1,I think a good toy would be something that you can build that has to do with cars or motorcycles
m2m5rgdwo6vaw-AIRL-455-2,a kids remote underwater camera would be really fun for kids to explore and learn with on there own or with a friend
m2m5rgdwo6vaw-AIRL-455-3,a computerized bicycle with gps and tracking and a build in lock that you could use with you cell phone
m2m5rz0df8x4h-HMNL-457-1,"This toy will be a car on the bottom side and an inverted boat on the topside. Once the car is driven into deep enough water, it will flip over. The boat side of the toy will no funtion properly and the car will be inverted on the top but covered with a small dome to hide the undercarriage."
m2m5rz0df8x4h-HMNL-457-2,The bumper of the car will house a flexible hull that is able to stretch down the sides of the car thus turning it into a boat.
m2m5rz0df8x4h-HMNL-457-3,This car will be able to split down the middle with the sides of the car extending outward to reveal a solid boat hull down the center.
m2m5u4b2ol43a-HMRL-459-1,"Carcom
This toys comes in various colors and excites kids, carcom can answer question while moving. It can be customized with it's owners name."
m2m5u4b2ol43a-HMRL-459-2,"Carputer
This toy comes in various colors and shapes, does whatever it is told to do. their shapes can not be changed"
m2m5u4b2ol43a-HMRL-459-3,"Cater
The shape of this toys can be changed while it is used for various tasks. It is very smart, responding in various smart ways."
m2m5vs10yw9ky-HMNH-458-1,My idea is the Frogett. It is made of plastic and has a motorized wheel on the bottom. It floats on top of the water but can move around. If it's pulled under water it will spit the water out of a tiny hose in it's mouth.
m2m5vs10yw9ky-HMNH-458-2,Bubbles within bubbles. This is a toy that has a clear plastic ball and within the ball there are other smaller plastic balls that jingle as the ball rolls on top of the water. The inner balls are different colors and they bounce around the inside of the clear plastic outer ball.
m2m5vs10yw9ky-HMNH-458-3,Weegle is a toy that is made of rubber and floats. Weegle is about 5 inches tall and has a round body with a head. It can be knocked over but is bottom heavy so the head pops back up to standing position.
m2m5yg8kyp0bg-HMRH-460-1,"Mobility Explorer is a toy that is interactive, it combines coding languages or apps with mobile base, enhancing computational learning and active play"
m2m5yg8kyp0bg-HMRH-460-2,A dance mat is another colourful toy mat that teaches children coding concepts using rhythmic movement. they must assemble dance sequences using simple one time commands displayed on screen
m2m5yg8kyp0bg-HMRH-460-3,build your choice. this is another construction toy that allows children to program their own desired vehicles by putting scattered pieces together
m2m5yr7dwffsa-AINL-461-1,"AI suggests an AquaQuest Transformer, which is essentially a transforming toy that can be used in both car mode (featuring rugged wheels and a robust chassis, suitable for both indoor and outdoor play) and boat mode (with retractable wheels and unfolding buoyant side panels). It is equipped with mini-paddle wheels for water propulsion."
m2m5yr7dwffsa-AINL-461-2,"Going one step further, the TripleTerrain Explorer melds a car, boat, and train toy into one. It's a toy car that has detachable tracks, so that the car can be used like a toy train. It also can transform into a buoyant boat featuring side pontoons that provide stability on the water. The flip up paddles drive it forward in aquatic play. For train mode, the car's wheels fit seamlessly onto included tracks that can be configured in multiple layouts, sparking hours of imaginative railway adventures."
m2m5yr7dwffsa-AINL-461-3,"The WaveRider Explorer is an adventure companion for children ages 5-11. It combines the thrill of a rechargeable ride-on car with the safety of a beach-friendly floating boat. On sand, the WaveRider effortlessly navigates thanks to its robust, all-terrain wheels and intuitive controls... when adventure shifts to the shore, a quick transformation turns the car into a buoyant mini-boat, perfect for floating along gentle beach waves. Integrated safety features such as rollover detection, a cloth-padded wheel that can be unrolled for use as a sail, and an inflatable hull make this an incredible toy. Parental supervision encouraged; this ride-on electric car and semi-electric mini-boat are not substitutes for proper safety flotation devices. The boat is weighted to stay upright in the water and upright on land."
m2m639ymxx0te-AINH-462-1,Aqua Rover looks like a submarine. It has 2 parts. The base has all-terrain wheels that retract into the body. The other part supports the floatation of the toy and has fins to propel it in water.
m2m639ymxx0te-AINH-462-2,Ocean racer is a ball that floats. The exterior is durable for both land and water motion. Inside there are sensors and propellors that move the ball forward. It is colourful and can be customized with stickers.
m2m639ymxx0te-AINH-462-3,"Fish Safari is a fish shaped toy that swims in water and rolls on land. It is segmented and moves like a fish. It has a motorized fin that propels it in water. Retractable wheels move it on land. It has a great educational aspect, helping children learn more about marine life."
m2m639ymxx0te-AINH-462-4,Coral Explorer is a boat shaped toy. it has retractable wheels for play on land and motorized propellors for water. This toy is great for imaginative play.
m2m646yxrf4en-AIRL-463-1,"The Aqua Tech Carventure a versatile toy that transforms car and computer concepts into an aquatic adventure. The toy features an amphibious car that morphs into a submarine by tucking it's wheels underneath itself and pulling up a long pole from it's bonnet. It is designed for land and underwater exploration and is equipped with waterproof electronics and LED lights making it an excitable spectacle underwater. Kids can use a dedicated computer app to control the car remotely, inputting commands to explore underwater territories, sending back images to the computer screen. The toy promotes interactive learning and encourages active minds and imagination."
m2m646yxrf4en-AIRL-463-2,"The Botanica Buggy. A garden-focussed smart toy that combines gardening, exploration, learning and technological innovation. The interactive ride-on vehicle is equipped with a detachable mini gardening tool like a soil scoop and rake and the child can use the onboard computer to move the car around the garden, raking up the soil or picking up the leaves. A special feature is the interactive onboard computer can also be used to scan flowers and plants and give information such as the type of plant, how to look after it as well as information and facts about insects that the computer scans images of."
m2m646yxrf4en-AIRL-463-3,"The Goalkeeping master racer. This is a dynamic fusion of sports, cars and computers, This innovative toy features a small, agile car-like robot designed for interactive football fun. Equipped with a kicking mechanism the robot car can dribble and shoot a mini football on a designated playfield so the child can play as goalkeeper and practice saving shots on goal. The child can use a computer to set the speed and difficulty of the shots on the goal thus improving their goalkeeping skills"
m2m6502ymtjp2-AIRH-464-1,Robo-quest runner: A mobile robot with accompanying tools to create obstacle courses which that children can program to navigate the obstacle courses. The robot has sensors to detect objects and avoid collisions. Kids use an accompanying tablet to input coding sequences which the robot executes to encourage physical thinking and computational thinking. The robot can be customised and also has a voice interface and you can unlock  pre-set dance routines to celebrate finishing an obstacle course. You can also make courses created by others and challenge other robots.
m2m6502ymtjp2-AIRH-464-2,"AI-buddy ball: A smart basketball that incorporates sensors and voice interface with built-in speakers. The ball sets dribbling and passing challenges that adapt to the child's skill levels. Through an app, it tracks progress and provides computational games during breaks to unlock new levels and challenges."
m2m6502ymtjp2-AIRH-464-3,Geo-explorer wagon - A motorised wagon that engages kids in geographical treasure hunts. It includes a built-in tablet to answer geography and maths-based questions which reveal the clue for the next location. Solving the problems propels the wagon to the next waypoint and it can be customised according to where the child plays.
m2m66m1x47a6u-HMNH-466-1,Floating paddle boat for the pool.  Can be a cute toy like an animal of some sort with easy to use pedals that floats around the pool.
m2m66m1x47a6u-HMNH-466-2,"Floating RC Animals but in the shapes of some sort of fun animals, these can also shoot water like a squirt gun,"
m2m66m1x47a6u-HMNH-466-3,"Pool noodle skis, some sort of big flat pool noodles you can toss out into the pool and try to jump on them and stay balanced."
m2m6ba3zrtzqs-HMRL-467-1,a toy car the comes with a app for the computer the child is able to plan a route on the computer and with a camera built into the car the child will be able to see everything the car is doing in a fun and interactive learning experience.
m2m6ba3zrtzqs-HMRL-467-2,a toy car the is ultra realistic ink electronics and a engine that looks identical to a real car every part of the car is removable with the help of a website or program on the computer it can teach kids all about mechanics and they have a visual tool in front on the to can fiddle with
m2m6ba3zrtzqs-HMRL-467-3,a car simulator for computer but come with a small rc car as you driving on the computer through vr the car follow to driving through a camera so that it feels like you actually driving a real car with full pedal and steering wheel
m2m6fx0h6did3-HMRH-468-1,"Scoot away is a remote control three wheeled scooter that gets activated if the child successfully solves basic addition of fruit designs. For example, on the screen panel, there will be one banana being added to another banana and the child must be able to input two bananas to activate the wheels. For this, the child will be learning and having a safety lock at the same time."
m2m6fx0h6did3-HMRH-468-2,"Rollerstomps is a concept name for rollerblades with retractable wheels that could only be activated if the user is able to stomp the right number that the blades want. Once successfully worn, the shoes will speak and ask a question regarding math and the user must correctly stomp the right answer for the wheels to be used."
m2m6fx0h6did3-HMRH-468-3,Wheelon is a concept name for shoes with a calculator on the tongue of it instead of laces and the user can a number to tighten the shoes instead of tying it.
m2m6indcqm4yr-AINL-469-1,Aqua Racer Adventure Set - A transformable toy featuring a sports car that turns into a speed boat. Children will be able to change the tires into propellers. It will have small led lights and be able to produce car or boat engine sounds.
m2m6indcqm4yr-AINL-469-2,Navigo Amphibious Vehicle - It is a rugged off road car and it will be able to transform into a powerful motor boat. it will have parts that can snap on or off to create either the motor boat or the off road vehicle.
m2m6indcqm4yr-AINL-469-3,"An underwater explorer vehicle. It starts out as a boat and once submerged, wheels can come out from the bottom where it can then roll on the ground underwater."
m2m6kl9t1pt9k-AIRL-471-1,The AR Maze Racer uses a detachable screen that fits into the car and creates augmented reality mazes in the real work environment. The tablet computer takes images of the room and then creates mazes using the real work items in the room. The child can then control the car through the augmented reality maze.
m2m6kl9t1pt9k-AIRL-471-2,"The TechShape Racer is a vehicle that disassembles into shapes/pieces like circular wheels and square and rectangle body parts, for example. The pieces have contact points that relay their information to a tablet that can guide the child in ways to combine the pieces into various vehicles."
m2m6kl9t1pt9k-AIRL-471-3,"The EcoTech Explorer is a science-focused vehicle for older kids that combines a model car and built-in computer interface. The vehicle comes with solar panels, turbines, gears and additional science based mechanisms that can be combined in various ways to power the car. The computer provides feedback on energy consumption of the design and assists in teaching problem solving, experimentation, and ecological sustainability."
m2m6mu66h4ds5-AIRH-472-1,"Smart Exlorer Bot. A toy that combines mobility and computation to enhance learning and fun. Equipped with a mini computer, the EXPLORER BOT can be programmed via a user friendly app to perform tasks"
m2m6mu66h4ds5-AIRH-472-2,Code & Roll Racer: this sleek aerodynamic vehicle comes with built in sensors allowing children to program its speed and direction through drag and drop coding blocks
m2m6mu66h4ds5-AIRH-472-3,"RoboPet: This unique robotic pet moves like lifelike gestures, thanks to series of carefully calibrated motors and wheels. children can program their RoboPet using very simple coding interface on a tablet."
m2m7lmntcak89-HMRL-475-1,"A voice controlled self driving car for kids.
Kind of like a robo car that they could ride around outside."
m2m7lmntcak89-HMRL-475-2,"An uber for their stuffed animals to get picked up in.
The kids could order a ride on the computer"
m2m7lmntcak89-HMRL-475-3,car that is controlled by a computer touchscreen for kids to use. Maybe the kids can have different models like a convertible that the top lowers or different options
m2m7pi4hkjr5x-AINL-477-1,"Mariners drive - the boat that turns into a car when it reaches land.  Can be purchased as a two or four seater for all of your dolls.  The perfect beach toy, will perform as a boat in the sea and become a car on the sand."
m2m7pi4hkjr5x-AINL-477-2,adventura petite is great for imaginative play - perfect for smaller hands and great for transporting.  Small gadgets within the adventure petit allow fun imaginative play and easy packing.
m2m7pi4hkjr5x-AINL-477-3,A boat that transforms into a car.  Only one toy needed instead of 2 but double the fun.  Will fit most sized action figures in to both vehicles. More fun and less space needed to pack it
m2m7r5ee0rj0k-AINH-478-1,A boat that floats on the surface of water. It will have a built in bubble blower that creates bubble behind it. This can be activate with a push of a button which makes it easy to use.
m2m7r5ee0rj0k-AINH-478-2,"A toy set of various animals like ducks, turtles, fish, dolphin that can float and move around in water. The design will be light to enable the toys float and move around on water."
m2m7r5ee0rj0k-AINH-478-3,"A small colourful boat that floats. It would have a small motor that propels in forward when placed in water and this can be activated with a remote, allowing the boat to float and move around in a bathtub, pool or any water body."
m2m8qgsn25r4h-AIRL-479-1,Carputer which is a model toy car with a computer element where the user can program a speed in which the toy will travel
m2m8qgsn25r4h-AIRL-479-2,"Compucar which is a toy computer that is inspired by hot wheels and has educational games, the educational games will revolve around cars, and will teach kids early concepts in math and programming"
m2m8qgsn25r4h-AIRL-479-3,a humanoid toy car (think transformers) with the ability to speak to a child (like an alexa) and provide early education with respect to socialisation
m2q6ytxmptzbv-HMNL-481-1,"a floatable toy that looks like a boat but has working wheels on the bottom, so the toy can function as a boat during bath time and also outside of the bath on any other surface"
m2q6ytxmptzbv-HMNL-481-2,"a car big enough for children to sit in, but the wheels don't work, and instead the car is propelled by sails like on a boat"
m2q6ytxmptzbv-HMNL-481-3,"a car big enough for them to sit in, that has a propeller on the back, rather than working wheels"
m2q8s8rpnfddl-HMNH-482-1,Primarily a pool toy for learning swimmers. They come in a variety of sea animals. they are solar charged. At the push of a button the toy animal will begin to propel forward in the water encouraging the child to swim after it. If you have more than one they are also good fun to race against each other.
m2q8s8rpnfddl-HMNH-482-2,A pool toy. Much like a pedal but on a smaller scale. The child sits in a foam circle and can pedal to propel in the water. The sides are also thick and soft so can be used as bumper cars on the water with other users.
m2q8s8rpnfddl-HMNH-482-3,Bath or pool toy. A set of characters that come in pairs and are able to magnet together. They can be played with separately but in water will 'swim' towards each other to pair up.
m2q8ubtozk8um-HMRL-483-1,"Car Designer: using the computer you can use different templates, colours, styles, etc. to design your own car.  It can be a family car, a race car or any other type of car you choose.  There are no limits to what you can combine or make.  The more creative your car is the better."
m2q8ubtozk8um-HMRL-483-2,"Car Race Game:  using the computer you can choose any type of car and then pick a road pattern or location to race against other players.  You can drive a Jeep in the desert, a race car in New York City or any combination of car and location.  You can play against the computer or against other players on line."
m2q8ubtozk8um-HMRL-483-3,Demolition Derby: choose a car and add any designs to it that you like.  Your car will then be placed in a computer simulated arena where you will smash into other cars while avoiding getting hit by other players.  Live out your wildest dreams of smashing a car to smithereens.
m2q8w0r5yul4k-HMRH-484-1,Tablet speller. Learn the basics for your child to start at a young age. A fun way to get a headstart in life.
m2q8w0r5yul4k-HMRH-484-2,Speed and touch - hand eye corodination to teach your child - patience and awareness. Sharpen up their motor skills.
m2q8w0r5yul4k-HMRH-484-3,"Melodic sound test - testing scales, harmonies and basic musicalilty undersstanding. The best way to get your child into music by testing daily to understand and learn."
m2q8wbm94q90b-AINL-485-1,a hybrid vehicle which can be used as both a car and boat. it is big enough for the child to sit in and can easily be converted between a car on land and a boat on water using a retracting wheel system and hidden propellers.
m2q8wbm94q90b-AINL-485-2,"an explorative toy which can be used on land and water, with features that change depending on the terrain. it has an integrated scanning feature which scans the land or water it is being played on and provides education facts for the child, such as which animals are likely to be in the water or on the terrain."
m2q8wbm94q90b-AINL-485-3,a modular system where children can build their own cityscapes which float on water for use in the bath or swimming pools. the kit features different vehicles which can be used in the water or on the cityscapes to recreate their own worlds.
m2q8x3c7ajcjt-AINH-486-1,"A toy for either a boy or girl. Toy to come in different colors, and/or themes. Toy could be personalized. Toy to have educational purpose. Toy  could change in size, go back to original size when done playing with. Toy could have interchangable parts."
m2q8x3c7ajcjt-AINH-486-2,Toy must have mobility to move around. Toy could have wheels to move around. Durable pieces. Toy to glide smoothly on most surfaces. Toy easy to operate for all ages. Toy can be decorated as desired.
m2q8x3c7ajcjt-AINH-486-3,Toy must have floatability on command or by guidance. Toy comes in different themes to suit desires. Quiet toy to not disturb others. Fun toy that floats in the air. Toy has LED lights that change color.
m2q8x3c7ajcjt-AINH-486-4,Toy comes with different colored LED lights. Toy easy to use and can be played with at night or day.
m2q8ymsjzwwxf-AIRL-487-1,"Idea 1: Toy race-car with a built-in screen, allowing children to interact with the race-car for computer-like functionalities. This could allow them to enter different driving 'modes'. It would have a build in sensor and processor that would allow for object recognition, allowing the car to avoid bumping into things and also interact with other nearby toys with the same interface, perhaps tracking or racing them. The driving modes on the screen would allow the child to choose 'race-time', 'hide and seek', 'start a journey' or 'crazy mode'. By integrating a voice-command system, it would allow the child to practice giving instructions, and allowing the child to control the toy race-car whilst on the move."
m2q8ymsjzwwxf-AIRL-487-2,"Idea 2: A portable toy which is designed to be used on car journeys that mimics a real car dashboard, containing a steering wheel, interactive buttons and a small screen. The screen displays a virtual road, which responds to how the child interacts with the buttons. For example, turning the steering wheel right would encourage the road on the display to divert right. This could raise the child's awareness of the rules of the road and road safety. There could be settings based on the age of the child, allowing the difficulty level to increase with learning road signs, zebra crossings and spotting hazards. It could contain an interface that allows the virtual map to be matched to the coordinates of the real world locations, which could be especially fun on road-trips or learning how to navigate their local town."
m2q8ymsjzwwxf-AIRL-487-3,"Idea 3: Adventure Discover toolkit. Ideal to take on various travels. It's fitted with GPS and a camera system. Allows the child to look at what speed they're currently traveling at, which would be interesting in cars and trains. The camera setting would identify the make and model of cars and trains, telling the child about any 'cool features'. It could be held to the window to identify landmarks, which the child could then find out the history of the place. Clear educational benefits. Would likely be the size of a small tablet."
m2q8z0h73hbro-AIRH-488-1,a robot - children can learn how to put a model together (computation) and learn about mobility from the hinges and ways it moves. it has different sheets of terrain to move across which teaches them different ways movement can be impacted
m2q8z0h73hbro-AIRH-488-2,a simpler version of the robot - going back to basics with simple building blocks similar to train sets - children get to plan out routes and signals which will dictate how fast and which direction the vehicles can travel in
m2q8z0h73hbro-AIRH-488-3,a maze - children have to build a maze around a ball and the goal is to get it out - this teaches them computation to ensure the maze does allow the ball to get out and mobility to actually get the ball out after it has been built.
m2q90ju84i7q1-HMNL-489-1,"The HydroTruck! A functional toy, a two in one. It starts out as a car, that can drive around with big chunky wheels like a small monster truck. When arriving at a body of water you can press the big red button inside the car. It extends the front of the car outwards, whilst flipping the wheels from vertical to horizontal. It then allows the toy to bop about on the water for play. It could even have a horn inside the car that changes to a barge style fog horn when in boat mode. When heading back to land, press the big red button again to flip the wheels back upright, and shorten the wheel base ready to drive. Its great for bath time for kids, as well as zooming around the living room."
m2q90ju84i7q1-HMNL-489-2,"The Car-Go Carrier. A unique toy that resembles a small cargo style carrier ship, with loads of tiny cargo crates all in different colours spread across the ship. The boats designed to float about on the water for small kids during bath time. The cargo crates are openable, with small cars in a few of them as well as other random items. The idea is that the kids can have fun opening up the cargo boxes and mix & matching whats inside. They can also cause chaos by throwing out all the cars and the like to either the deck of ship itself or the depths of the water."
m2q90ju84i7q1-HMNL-489-3,"Catapult Car-nage. This concept has small catapult set up, the size of a water bottle. The kids can slot in a number of small cars into the catapult mechanism, each with different colours, some having more aerodynamics than other box shaped cars. They hardly weigh anything though to avoid it becoming dangerous. The catapult is pointed at a small ring shaped paddling pool, only small about 0.25 metres in diameter. The ring acts as body of water, filled up easily with water and then a series of again colourful boats are dropped inside to bop along. These also could match the cars styles and themes. The kids then take it in turns to launch the car filled catapult aiming for the body of water, and hopefully hit the boats on top. Points every time they hit them and bonus points if they hit they're matching boat colour with the same car colour."
m2q90n5krvgm5-HMNH-490-1,Create a small tugboat that has 4 wheels under the hull. This allows the boat to move on top of water as well as on the land.
m2q90n5krvgm5-HMNH-490-2,"Design a lotus flower with a small kite attachment. The lotus floats, and can be pulled along the water by the kite in small breezes. With strong winds, the kite will lift the lotus out of the water and soar through the air."
m2q90n5krvgm5-HMNH-490-3,"Design a simple jigsaw puzzle that has 2 sides. On one side there is a picture of a spaceship floating above the earth, showing mobility. The other side is an iceberg, floating/moving on the ocean. In essence, both sides show the same concepts"
m2q90n5krvgm5-HMNH-490-4,"Design a mobile, and on each end of the mobile arms, have a different type of watercraft hanging in the air"
m2q90n5krvgm5-HMNH-490-5,"Design a float-plane with a spinning propeller. Allow a vinegar/bicarb solution to be placed in the hull section of the plane, with a hole at the back allow the solution to expel and move the plane in the bathtub."
m2q92a1yay1st-AINL-493-1,"car and boat … no, a bar and coat. Keep your child warm and toasty while making sure they get their vit c drinks at the kids bar."
m2q92a1yay1st-AINL-493-2,"Have hours of fun driving cap’n birdseye around in a car while his crew mutiny and sail the boat to a faraway land where haribos are free! They may return at some poiint to share the swag … but there’s no guarantee. Also, the cap’n will try to escape to grill some fish fingers for his tea. Hours of fishy tooth rotting fun! aaaaarrrrrr!"
m2q92a1yay1st-AINL-493-3,"a small car shoe and a small boat shoe. versatility. for going thru puddles on the school run. if it’s dry, then the car will help your child glide through the school gates … if it’s nasty weather then the boat will help your offspring avoid messing up at least one of their lovely shiny shoes! (Good balance required at all times. Not very reliable in icy conditions.)"
m2q92a1yay1st-AINL-493-4,play with your toy car (used by insects) whilst floating in your boat for bathtime fun. play with your toy boat (insects only) whilst taking a leisurely drive around toys r us … looking for something better to play with (not difficult).
m2q92hgqn5cdr-AINH-494-1,"A remote control truck that can drive on land and water called the Transformer AquaRC Truck. The truck can switch between a land rover and a watercraft. Design material includes hydrofoils, buoyant materials, and a waterproof shell."
m2q92hgqn5cdr-AINH-494-2,AquaBumper Cruisers are inflatable bumper boats that are made from durable puncture resistant materials with bright child friendly colours. It has rubber bumper rim and foot pedaling system. It also has a built in water squirt gun.
m2q92hgqn5cdr-AINH-494-3,Magnetic AquaAventure is a magnetic fishing game that can be played in a pool. it has a floating base that can be placed in a pool and has magnetize fish in it. The fish swim around and the goal is to catch the fish with a magnetic fishing rod.
m2q92v87mwwk0-AIRL-495-1,A car that is programmed on an app to move around to teach programming. programming difficulty level can advance as the child gets more familiar with it.
m2q92v87mwwk0-AIRL-495-2,"a remote control car where you can change different parts of it, like wheel size and tyre texture, shape of the bonnet for aerodynamics etc. Customisable with sensors on it that shows how different cars may work better on different surfaces, carpet or hard floor, how fast it can go. and they can explore differences on the app."
m2q92v87mwwk0-AIRL-495-3,"a track like the duplo train so it can be built in different configurations. technology in the toy car can sense what it it driving on and different pieces could make different effects like singing or stopping, reversing etc"
m2q96c6466ggf-HMNL-497-1,Remote controlled duck boat that can be driven on land and can seamlessly be driven into the water and become a functioning boat. It'll mimic the functional design of duck-boats in Boston and the sleek design of James Bond's car from The Spy Who Loved Me
m2q96c6466ggf-HMNL-497-2,"An educational toy to introduce children to road safety and water safety. One side of the toy is a car, with different parts that can be pulled out, flicked, twisted, all presenting the child with different information or warnings about safely driving and safely being a pedestrian. The other side of the toy is a boat, with the same interactive parts that provide information and warnings about water safety"
m2q96c6466ggf-HMNL-497-3,"A toy for the beach. The top is shaped like a car, mostly intended to be seen and used to mimic driving around. The underneath is hollow and when placed in the water will float and look like a boat, but can also be used to scoop sand, to help build a city or roadmap out of sand, so that the toy can be turned over again and be driving around"
m2q97qv6ur7gb-HMNH-498-1,"Watdragon
Watdragon is an innovative underwater light floating tube/buoy that a child climbs onto and rides like an actual dragon. This plastic made dragon has a light motor fitted inside together with a turbine that turns the water and propels the Watdragon forward. It is also fitted with an oxygen cask/tank for breathability underwater. Has different sizes."
m2q97qv6ur7gb-HMNH-498-2,"SlinGo
SlinGo is a hydraulic pump that a child wears and pulls to lift themselves up. It uses a sling to strech with the kids' legs, when they stretch their legs, they empty the vacuum, then release to push the water."
m2q97qv6ur7gb-HMNH-498-3,"Swimsling
Swimsling is connected to a swimming pool and the strapped to the child, these steel bars sling themselves back when a child goes below a set gradient. The Swimsling can also be used to pull the child and let them go in the water just like a slingshot."
m2q9a5waka67u-AINL-501-1,"AquaRacer Turbo Splash, a deluxe amphibious toy vehicle that seamlessly transitions between land and water play crafted with high-quality durable materials."
m2q9a5waka67u-AINL-501-2,"WaveRider Explorer, a multi-functional hybrid vehicle for young adventurers. The toy is a vibrant dual-function machine with oversized soft rubber wheels and a sleek, detachable hull for water excursions."
m2q9a5waka67u-AINL-501-3,"TerraSplash Expedition Pod, a versatile exploration vehicle that functions on both land and water. It mimics a futuristic rover with a transparent, domed driver's cabin."
m2q9fpuemkfa7-HMRH-500-1,A scooter which has a small device attached to the handlebar which is able to calculate for example how far they have gone or how long they have scooted for like a fitness tracker. They can be set challenges using it as it would attached to an app to earn rewards etc... Parents could use it to set movement targets and they could earn e.g. screen time.
